item_id,timestamp,target_value,ao,jaw,teeth,lips,fdbb,price_peak_bellow,ao_peak_bellow
SPX500_D1_9412292200,1994-12-29 22:00:00,0.0,0.0068633852,454.8938065778,454.8670264267,457.2328464461,0.0,0,0
SPX500_D1_9412302200,1994-12-30 22:00:00,-29.0,0.007231624,455.1104368411,455.5423981233,458.0442771569,0.0,0,0
SPX500_D1_9501032200,1995-01-03 22:00:00,0.0,0.0067644924,455.2873263148,456.1433483579,458.5844217255,0.0,0,0
SPX500_D1_9501042200,1995-01-04 22:00:00,0.0,0.0063247868,455.6063781368,456.7866798132,459.0845373804,0.0,0,0
SPX500_D1_9501052200,1995-01-05 22:00:00,-16.0,0.0064983757,455.9651182801,457.2814698365,459.4036299043,0.0,0,0
SPX500_D1_9501062200,1995-01-06 22:00:00,-30.0,0.006665506,456.3024168739,457.756911107,459.1639039234,0.0,0,0
SPX500_D1_9501092200,1995-01-09 22:00:00,0.0,0.0068248671,456.6860771144,458.1222972186,459.1591231388,0.0,0,0
SPX500_D1_9501102200,1995-01-10 22:00:00,-37.0,0.0082369795,456.9983019518,458.1326350663,459.432298511,0.0,0,0
SPX500_D1_9501112200,1995-01-11 22:00:00,0.0,0.008839884,457.3126633401,458.258555683,459.7418388088,0.0,0,0
SPX500_D1_9501122200,1995-01-12 22:00:00,0.0,0.0087420208,457.571689237,458.5418612226,459.944471047,0.0,0,0
SPX500_D1_9501132200,1995-01-13 22:00:00,0.0,0.0089355006,457.6204054495,458.8466285698,460.5045768376,0.0,0,0
SPX500_D1_9501162200,1995-01-16 22:00:00,0.0,0.0105134329,457.737297338,459.0851749986,460.6296614701,0.0,0,0
SPX500_D1_9501172200,1995-01-17 22:00:00,0.0,0.0117834074,457.9517360043,459.5426531237,460.7597291761,0.0,0,0
SPX500_D1_9501182200,1995-01-18 22:00:00,0.0,0.0136323238,458.1846793886,459.7410714833,461.4147833409,0.0,0,0
SPX500_D1_9501192200,1995-01-19 22:00:00,0.0,0.0151882122,458.3823963587,459.9334375479,462.7678266727,0.0,0,0
SPX500_D1_9501202200,1995-01-20 22:00:00,0.0,0.0149703017,458.7179812542,460.4461328544,464.0482613382,0.0,0,0
SPX500_D1_9501232200,1995-01-23 22:00:00,0.0,0.0129299181,458.9035211577,461.4128662476,465.0846090705,0.0,0,0
SPX500_D1_9501242200,1995-01-24 22:00:00,0.0,0.0113858705,459.0863272225,462.3825079666,465.6796872564,0.0,0,0
SPX500_D1_9501252200,1995-01-25 22:00:00,0.0,0.0099684694,459.4669943593,463.2384444708,465.6417498051,0.0,0,0
SPX500_D1_9501262200,1995-01-26 22:00:00,0.0,0.0091147994,460.1372255624,463.841138912,465.2503998441,0.0,0,0
SPX500_D1_9501272200,1995-01-27 22:00:00,0.0,0.0094922582,460.8320543653,464.047246548,465.4353198753,0.0,0,0
SPX500_D1_9501302200,1995-01-30 22:00:00,0.0,0.0100586102,461.4780501833,464.0019657295,465.7392559002,0.0,0,0
SPX500_D1_9501312200,1995-01-31 22:00:00,0.0,0.0101180021,461.9843540154,464.2735950133,466.1434047202,0.0,0,0
SPX500_D1_9502012200,1995-02-01 22:00:00,-35.0,0.0104541347,462.2540190911,464.6087706366,466.8827237761,0.0,0,0
SPX500_D1_9502022200,1995-02-02 22:00:00,0.0,0.0107481922,462.3640945457,465.002674307,467.3071790209,0.0,0,0
SPX500_D1_9502032200,1995-02-03 22:00:00,0.0,0.0118508024,462.6572411191,465.6073400187,467.7667432167,0.0,0,0
SPX500_D1_9502062200,1995-02-06 22:00:00,0.0,0.0143191443,462.9878379561,466.0320475163,468.4173945734,0.0,0,0
SPX500_D1_9502072200,1995-02-07 22:00:00,0.0,0.0167212613,463.3549273441,466.4786665768,469.0079156587,0.0,0,0
SPX500_D1_9502082200,1995-02-08 22:00:00,-22.0,0.0189291028,463.8537790868,467.0463332547,470.475332527,0.0,0,0
SPX500_D1_9502092200,1995-02-09 22:00:00,0.0,0.0209723882,464.2500268494,467.5867915979,472.4112660216,0.0,0,0
SPX500_D1_9502102200,1995-02-10 22:00:00,0.0,0.0214144339,464.661947861,468.6815676481,474.0300128173,0.0,0,0
SPX500_D1_9502132200,1995-02-13 22:00:00,-18.0,0.0209788469,465.1510287947,470.1157466921,475.5240102538,0.0,0,0
SPX500_D1_9502142200,1995-02-14 22:00:00,0.0,0.0204622923,465.6294111951,471.4144033556,476.610208203,0.0,0,0
SPX500_D1_9502152200,1995-02-15 22:00:00,0.0,0.0200758943,466.453687257,472.6751029361,477.4371665624,0.0,0,0
SPX500_D1_9502162200,1995-02-16 22:00:00,0.0,0.0200091545,467.5076343911,473.7100900691,478.3427332499,0.0,0,0
SPX500_D1_9502172200,1995-02-17 22:00:00,0.0,0.0198342083,468.5074317457,474.5894538105,479.0571866,0.0,0,0
SPX500_D1_9502212200,1995-02-21 22:00:00,0.0,0.0188945629,469.5068600729,475.5113970842,479.97674928,0.0,0,0
SPX500_D1_9502222200,1995-02-22 22:00:00,0.0,0.0184760586,470.3874862211,476.3118474487,480.808399424,0.0,0,0
SPX500_D1_9502232200,1995-02-23 22:00:00,-40.99999999999999,0.0183368224,471.1842180503,477.2297415176,481.3587195392,0.0,0,0
SPX500_D1_9502242200,1995-02-24 22:00:00,0.0,0.0180281159,472.0135089695,478.0928988279,481.6069756313,0.0,0,0
SPX500_D1_9502272200,1995-02-27 22:00:00,0.0,0.0175471309,472.7751621257,478.7762864744,482.1455805051,0.0,0,0
SPX500_D1_9502282200,1995-02-28 22:00:00,0.0,0.017433589,473.6120727314,479.2542506651,483.1424644041,0.0,0,0
SPX500_D1_9503012200,1995-03-01 22:00:00,-29.0,0.0169124478,474.4215286751,479.884969332,483.9119715232,0.0,0,0
SPX500_D1_9503022200,1995-03-02 22:00:00,0.0,0.0149751224,475.1244880078,480.7905981655,484.2735772186,0.0,0,0
SPX500_D1_9503032200,1995-03-03 22:00:00,0.0,0.0131556445,475.6995273918,481.5655233948,484.5398617749,0.0,0,0
SPX500_D1_9503062200,1995-03-06 22:00:00,0.0,0.0117619721,476.3611022079,482.0848329704,484.9068894199,0.0,0,0
SPX500_D1_9503072200,1995-03-07 22:00:00,0.0,0.0101947107,477.1894789611,482.5248538491,484.8155115359,0.0,0,0
SPX500_D1_9503082200,1995-03-08 22:00:00,0.0,0.0084286341,477.9433651949,483.006122118,484.7014092287,0.0,0,0
SPX500_D1_9503092200,1995-03-09 22:00:00,0.0,0.0072394399,478.5415678722,483.1866068532,484.483127383,0.0,0,0
SPX500_D1_9503102200,1995-03-10 22:00:00,0.0,0.0070457261,479.0849088051,483.3189059966,484.1195019064,0.0,0,0
SPX500_D1_9503132200,1995-03-13 22:00:00,-19.0,0.0079332808,479.6456850508,483.355292747,483.8606015251,0.0,0,0
SPX500_D1_9503142200,1995-03-14 22:00:00,0.0,0.0096602309,480.0152477392,483.2690061536,483.6674812201,0.0,0,0
SPX500_D1_9503152200,1995-03-15 22:00:00,0.0,0.0113700514,480.3406132978,483.2135053844,484.2869849761,0.0,0,0
SPX500_D1_9503162200,1995-03-16 22:00:00,0.0,0.0136110288,480.5921045826,483.1736922114,485.4925879809,0.0,0,0
SPX500_D1_9503172200,1995-03-17 22:00:00,-17.0,0.0152741877,480.7515580762,483.622605685,486.7680703847,0.0,0,0
SPX500_D1_9503202200,1995-03-20 22:00:00,0.0,0.0158037532,480.9110536088,484.4591549743,487.7864563077,0.0,0,0
SPX500_D1_9503212200,1995-03-21 22:00:00,-50.99999999999999,0.016049745,481.0636648697,485.3855106025,488.9811650462,0.0,0,0
SPX500_D1_9503222200,1995-03-22 22:00:00,0.0,0.0158371699,481.5022291105,486.1948217772,490.346932037,0.0,0,0
SPX500_D1_9503232200,1995-03-23 22:00:00,0.0,0.0152561689,482.1801345635,487.1404690551,491.4655456296,0.0,0,0
SPX500_D1_9503242200,1995-03-24 22:00:00,0.0,0.0150808015,482.9255088278,488.2241604232,492.4954365037,0.0,0,0
SPX500_D1_9503272200,1995-03-27 22:00:00,0.0,0.0160046746,483.6127773795,489.1886403703,492.9303492029,0.0,0,0
SPX500_D1_9503282200,1995-03-28 22:00:00,0.0,0.0169486258,484.3933329657,490.116935324,493.4402793623,0.0,0,0
SPX500_D1_9503292200,1995-03-29 22:00:00,-72.0,0.0190155462,485.2715381222,490.6860684085,494.4562234899,0.0,0,0
SPX500_D1_9503302200,1995-03-30 22:00:00,0.0,0.0203309188,486.0921890359,491.2853098574,495.9779787919,0.0,0,0
SPX500_D1_9503312200,1995-03-31 22:00:00,0.0,0.0196632403,486.9016360331,492.1896461253,497.3563830335,0.0,0,0
SPX500_D1_9504032100,1995-04-03 21:00:00,0.0,0.0184483518,487.4992024921,493.4240653596,498.7961064268,0.0,0,0
SPX500_D1_9504042100,1995-04-04 21:00:00,0.0,0.0176535588,488.1131099927,494.6048071897,499.6028851415,0.0,0,0
SPX500_D1_9504052100,1995-04-05 21:00:00,0.0,0.0166251766,488.9136399933,495.8485812909,499.5073081132,0.0,0,0
SPX500_D1_9504062100,1995-04-06 21:00:00,0.0,0.0166242874,489.9252830707,496.7212586296,499.8168464905,0.0,0,0
SPX500_D1_9504072100,1995-04-07 21:00:00,0.0,0.0175964603,490.9210305268,497.0217263009,500.5644771924,0.0,0,0
SPX500_D1_9504102100,1995-04-10 21:00:00,0.0,0.0180234825,491.9697974094,497.5258855133,501.3255817539,0.0,0,0
SPX500_D1_9504112100,1995-04-11 21:00:00,-36.0,0.0180764624,492.8051976087,498.2795248241,502.2704654032,0.0,0,0
SPX500_D1_9504122100,1995-04-12 21:00:00,0.0,0.0177446357,493.2913362541,499.0408342211,502.8943723225,0.0,0,0
SPX500_D1_9504132100,1995-04-13 21:00:00,0.0,0.0175203601,493.8885411577,499.9169799435,503.477497858,0.0,0,0
SPX500_D1_9504172100,1995-04-17 21:00:00,-65.99999999999999,0.0175064131,494.6321149148,500.6011074505,504.1959982864,0.0,0,0
SPX500_D1_9504182100,1995-04-18 21:00:00,0.0,0.0165811359,495.3811829983,501.2522190192,504.5807986291,0.0,0,0
SPX500_D1_9504192100,1995-04-19 21:00:00,0.0,0.0146543409,496.2018612292,501.9794416418,505.3666389033,0.0,0,0
SPX500_D1_9504202100,1995-04-20 21:00:00,0.0,0.0133279698,496.9086411346,502.4970114366,506.0393111226,0.0,0,0
SPX500_D1_9504212100,1995-04-21 21:00:00,0.0,0.0117987117,497.5933610473,503.248635007,506.0084488981,0.0,0,0
SPX500_D1_9504242100,1995-04-24 21:00:00,0.0,0.0110302215,498.3223332745,503.9338056311,505.5147591185,0.0,0,0
SPX500_D1_9504252100,1995-04-25 21:00:00,-22.0,0.011720131,498.9221537918,504.1777049272,505.4058072948,0.0,0,0
SPX500_D1_9504262100,1995-04-26 21:00:00,0.0,0.0129806047,499.6596804232,504.0979918113,505.7366458358,0.0,0,0
SPX500_D1_9504272100,1995-04-27 21:00:00,0.0,0.0140254145,500.3573973137,504.2069928349,506.6353166687,0.0,0,0
SPX500_D1_9504282100,1995-04-28 21:00:00,0.0,0.0147137795,500.7825975204,504.5636187306,507.7942533349,0.0,0,0
SPX500_D1_9505012100,1995-05-01 21:00:00,-22.0,0.0149435309,500.9947054034,505.2719163892,508.5864026679,0.0,0,0
SPX500_D1_9505022100,1995-05-02 21:00:00,0.0,0.0144359623,501.3004972955,506.1666768406,509.3941221344,0.0,0,0
SPX500_D1_9505032100,1995-05-03 21:00:00,0.0,0.0151186175,501.743535965,506.8652172355,510.1342977075,0.0,0,0
SPX500_D1_9505042100,1995-05-04 21:00:00,-60.0,0.0168945694,502.3963408908,507.5851900811,511.009438166,0.0,0,0
SPX500_D1_9505052100,1995-05-05 21:00:00,0.0,0.0180454795,503.1681608223,508.2739163209,511.6285505328,0.0,0,0
SPX500_D1_9505082100,1995-05-08 21:00:00,0.0,0.0192489014,503.8286869129,509.0534267808,512.8428404262,0.0,0,0
SPX500_D1_9505092100,1995-05-09 21:00:00,-42.0,0.0210864917,504.5053263811,509.6848734332,514.758272341,0.0,0,0
SPX500_D1_9505102100,1995-05-10 21:00:00,0.0,0.0214378349,505.1660705056,510.6867642541,515.8696178728,0.0,0,0
SPX500_D1_9505112100,1995-05-11 21:00:00,0.0,0.0205502334,505.8848343129,512.1534187223,517.1246942982,0.0,0,0
SPX500_D1_9505122100,1995-05-12 21:00:00,0.0,0.0208494391,506.5171547504,513.173616382,518.4777554386,0.0,0,0
SPX500_D1_9505152100,1995-05-15 21:00:00,0.0,0.0210565383,507.3773736157,514.2950393343,519.3752043509,0.0,0,0
SPX500_D1_9505162100,1995-05-16 21:00:00,0.0,0.0211246354,508.5344987222,515.4944094175,520.2591634807,0.0,0,0
SPX500_D1_9505172100,1995-05-17 21:00:00,0.0,0.0213311729,509.4406911282,516.4282332403,521.2423307846,0.0,0,0
SPX500_D1_9505182100,1995-05-18 21:00:00,0.0,0.0201965968,510.4179456568,517.3490790853,522.2678646276,0.0,0,0
SPX500_D1_9505192100,1995-05-19 21:00:00,1021.0,0.0171179558,511.4542575293,518.3273191996,523.3672917021,1.0,0,0
SPX500_D1_9505222100,1995-05-22 21:00:00,0.0,0.0146831242,512.3396992579,519.3326542997,524.0738333617,0.0,0,0
SPX500_D1_9505232100,1995-05-23 21:00:00,0.0,0.013103507,513.220876238,520.3866975122,523.9050666894,0.0,0,0
SPX500_D1_9505242100,1995-05-24 21:00:00,-62.99999999999999,0.0125485279,514.1404242197,521.2008603232,522.7890533515,0.0,0,0
SPX500_D1_9505252100,1995-05-25 21:00:00,0.0,0.0127583417,515.0811608182,521.4545027828,522.5842426812,0.0,0,0
SPX500_D1_9505262100,1995-05-26 21:00:00,0.0,0.014114198,516.0568407553,521.0633149349,523.2913941449,0.0,0,0
SPX500_D1_9505302100,1995-05-30 21:00:00,0.0,0.0138330111,516.8909299279,521.1510255681,524.381115316,0.0,0,0
SPX500_D1_9505312100,1995-05-31 21:00:00,0.0,0.0133947564,517.3785507027,521.7721473721,524.8978922528,0.0,0,0
SPX500_D1_9506012100,1995-06-01 21:00:00,0.0,0.0132563158,517.4513544948,522.6431289505,525.0283138022,0.0,0,0
SPX500_D1_9506022100,1995-06-02 21:00:00,-74.0,0.0140932307,517.7831733798,523.1833628317,524.7186510418,0.0,0,0
SPX500_D1_9506052100,1995-06-05 21:00:00,0.0,0.0158983871,518.4244677352,523.4791924778,525.3329208334,0.0,0,0
SPX500_D1_9506062100,1995-06-06 21:00:00,0.0,0.0185047015,519.2179702171,523.479293418,526.6923366667,0.0,0,0
SPX500_D1_9506072100,1995-06-07 21:00:00,0.0,0.0189482449,519.813895585,524.0181317408,527.9998693334,0.0,0,0
SPX500_D1_9506082100,1995-06-08 21:00:00,0.0,0.01780604,520.2551343862,525.0321152732,529.4198954667,0.0,0,0
SPX500_D1_9506092100,1995-06-09 21:00:00,0.0,0.0154804913,520.5032009719,526.056850864,530.7589163734,0.0,0,0
SPX500_D1_9506122100,1995-06-12 21:00:00,0.0,0.0129972663,521.063723974,527.187244506,531.3281330987,0.0,0,0
SPX500_D1_9506132100,1995-06-13 21:00:00,0.0,0.0111938416,521.914975976,528.3032139428,531.583506479,0.0,0,0
SPX500_D1_9506142100,1995-06-14 21:00:00,0.0,0.0105919668,522.7853624394,528.9659371999,531.1018051832,0.0,0,0
SPX500_D1_9506152100,1995-06-15 21:00:00,-35.0,0.0109354005,523.7326422518,529.4208200499,530.9294441465,0.0,0,0
SPX500_D1_9506162100,1995-06-16 21:00:00,0.0,0.0127806194,524.6851313093,529.3900925437,531.4545553172,0.0,0,0
SPX500_D1_9506192100,1995-06-19 21:00:00,0.0,0.0153792115,525.3712750548,529.4963309757,532.1946442538,0.0,0,0
SPX500_D1_9506202100,1995-06-20 21:00:00,0.0,0.0174223097,525.9277154352,530.0036646038,533.218715403,0.0,0,0
SPX500_D1_9506212100,1995-06-21 21:00:00,-20.0,0.0192547517,526.1775065555,530.6475815283,534.3239723224,0.0,0,0
SPX500_D1_9506222100,1995-06-22 21:00:00,0.0,0.0213291605,526.4900060513,531.4810088373,535.9641778579,0.0,0,0
SPX500_D1_9506232100,1995-06-23 21:00:00,0.0,0.0234267831,527.0334671242,532.3890077326,537.6583422863,0.0,0,0
SPX500_D1_9506262100,1995-06-26 21:00:00,0.0,0.0236673458,527.6582004224,533.656006766,539.1096738291,0.0,0,0
SPX500_D1_9506272100,1995-06-27 21:00:00,0.0,0.0227587301,528.4010311591,535.0033809203,540.7927390633,0.0,0,0
SPX500_D1_9506282100,1995-06-28 21:00:00,0.0,0.021354106,529.19672107,536.2423333052,542.5641912506,0.0,0,0
SPX500_D1_9506292100,1995-06-29 21:00:00,0.0,0.0191563269,530.2219732953,537.6526666421,543.4363530005,0.0,0,0
SPX500_D1_9506302100,1995-06-30 21:00:00,0.0,0.0167933833,531.3152830419,539.1523333118,543.6750824004,0.0,0,0
SPX500_D1_9507032100,1995-07-03 21:00:00,0.0,0.0155164821,532.3614151156,540.1239166478,543.6450659203,0.0,0,0
SPX500_D1_9507052100,1995-07-05 21:00:00,-37.0,0.0156772472,533.5278447221,540.6871770669,543.6200527362,0.0,0,0
SPX500_D1_9507062100,1995-07-06 21:00:00,0.0,0.0167355359,534.7680105127,541.0419049335,543.929042189,0.0,0,0
SPX500_D1_9507072100,1995-07-07 21:00:00,0.0,0.0188506157,535.7031635502,541.3516668168,544.2962337512,0.0,0,0
SPX500_D1_9507102100,1995-07-10 21:00:00,0.0,0.0208410147,536.3898432771,541.8283334647,545.062987001,0.0,0,0
SPX500_D1_9507112100,1995-07-11 21:00:00,0.0,0.0223589935,536.9387014865,542.3204167816,546.1083896008,0.0,0,0
SPX500_D1_9507122100,1995-07-12 21:00:00,0.0,0.0239850383,537.4449552183,543.0466146839,547.8487116806,0.0,0,0
SPX500_D1_9507132100,1995-07-13 21:00:00,0.0,0.02575748,538.0388048169,543.9520378484,549.7039693445,0.0,0,0
SPX500_D1_9507142100,1995-07-14 21:00:00,0.0,0.0255115819,538.6331275233,545.3092831174,550.8621754756,0.0,0,0
SPX500_D1_9507172100,1995-07-17 21:00:00,0.0,0.0251386161,539.3636561754,546.7862477277,552.2727403805,0.0,0,0
SPX500_D1_9507182100,1995-07-18 21:00:00,0.0,0.0247898469,540.2041441619,547.8748417617,553.9251923044,0.0,0,0
SPX500_D1_9507192100,1995-07-19 21:00:00,0.0,0.0213630452,541.327671534,549.1298615415,554.8811538435,0.0,0,0
SPX500_D1_9507202100,1995-07-20 21:00:00,0.0,0.0176529972,542.5428506468,550.5555038488,556.1439230748,0.0,0,0
SPX500_D1_9507212100,1995-07-21 21:00:00,0.0,0.0148632186,543.5391698278,551.5741908677,556.8611384598,0.0,0,0
SPX500_D1_9507242100,1995-07-24 21:00:00,0.0,0.0120729251,544.645002918,552.7767920093,555.5859107679,0.0,0,0
SPX500_D1_9507252100,1995-07-25 21:00:00,0.0,0.0107817492,545.8673103858,553.6459430081,554.8217286143,0.0,0,0
SPX500_D1_9507262100,1995-07-26 21:00:00,-29.0,0.0132030083,546.8548249715,553.2508251321,554.4213828914,0.0,0,0
SPX500_D1_9507272100,1995-07-27 21:00:00,0.0,0.015483627,547.9579153583,553.0650969906,554.6201063132,0.0,0,0
SPX500_D1_9507282100,1995-07-28 21:00:00,-34.0,0.0173358195,548.8634603308,553.0344598668,555.5050850505,0.0,0,0
SPX500_D1_9507312100,1995-07-31 21:00:00,0.0,0.0178840123,548.9881941515,553.3320273834,556.8670680404,0.0,0,0
SPX500_D1_9508012100,1995-08-01 21:00:00,0.0,0.0167846781,549.2017946014,554.0461489605,558.1876544323,0.0,0,0
SPX500_D1_9508022100,1995-08-02 21:00:00,0.0,0.0153588058,549.4801180936,555.0797553404,559.2941235459,0.0,0,0
SPX500_D1_9508032100,1995-08-03 21:00:00,1027.0,0.0122291037,549.936647471,556.1285359229,559.7902988367,1.0,0,0
SPX500_D1_9508042100,1995-08-04 21:00:00,0.0,0.0097083903,550.6372899732,557.0774689325,559.7102390694,0.0,0,0
SPX500_D1_9508072100,1995-08-07 21:00:00,0.0,0.0083500534,551.5355753599,557.6646603159,560.1171912555,0.0,0,0
SPX500_D1_9508082100,1995-08-08 21:00:00,0.0,0.0077926406,552.4536080245,557.8803277765,559.3837530044,0.0,0,0
SPX500_D1_9508092100,1995-08-09 21:00:00,-23.0,0.0066507165,553.3202535611,558.3634118044,559.2550024035,0.0,0,0
SPX500_D1_9508102100,1995-08-10 21:00:00,0.0,0.0067460524,553.9706186718,558.1242353288,559.4220019228,0.0,0,0
SPX500_D1_9508112100,1995-08-11 21:00:00,0.0,0.0055144087,554.3874941586,558.2012059127,559.5206015382,0.0,1,0
SPX500_D1_9508142100,1995-08-14 21:00:00,0.0,0.0041273354,554.9534561464,558.4373051737,559.7044812306,0.0,0,0
SPX500_D1_9508152100,1995-08-15 21:00:00,0.0,0.0027835539,555.0685749043,558.6220170269,559.4315849845,0.0,0,0
SPX500_D1_9508162100,1995-08-16 21:00:00,0.0,0.0015127838,555.3509922194,558.8492648986,558.6992679876,0.0,0,0
SPX500_D1_9508172100,1995-08-17 21:00:00,0.0,0.0009155424,555.7155312794,558.7856067863,558.4094143901,0.0,0,0
SPX500_D1_9508182100,1995-08-18 21:00:00,-29.0,0.0015104437,556.0385673349,558.408655938,558.2475315121,0.0,0,0
SPX500_D1_9508212100,1995-08-21 21:00:00,0.0,0.001886358,556.3771390783,558.2638239457,558.3330252096,0.0,0,0
SPX500_D1_9508222100,1995-08-22 21:00:00,0.0,0.0014689302,556.52812838,558.1808459525,558.4054201677,0.0,0,0
SPX500_D1_9508232100,1995-08-23 21:00:00,0.0,0.0010398487,556.4698108123,558.2426152084,558.6823361342,0.0,0,0
SPX500_D1_9508242100,1995-08-24 21:00:00,1028.0,0.0003748379,556.5298253652,558.2991633074,559.0688689073,1.0,0,0
SPX500_D1_9508252100,1995-08-25 21:00:00,0.0,0.0001401722,556.612146491,558.485517894,558.7940951259,0.0,0,0
SPX500_D1_9508282100,1995-08-28 21:00:00,0.0,-0.000237895,556.7708275301,558.7517031572,558.7432761007,0.0,0,0
SPX500_D1_9508292100,1995-08-29 21:00:00,0.0,-0.0001828089,556.918840797,558.6196152626,558.3776208806,0.0,0,0
SPX500_D1_9508302100,1995-08-30 21:00:00,0.0,0.0004439646,557.1396991973,558.6096633547,558.5790967044,0.0,0,0
SPX500_D1_9508312100,1995-08-31 21:00:00,0.0,0.0017519892,557.4070300282,558.3978304354,558.8842773636,0.0,0,0
SPX500_D1_9509012100,1995-09-01 21:00:00,0.0,0.0027677816,557.4291815645,558.521226631,558.6794218908,0.0,0,0
SPX500_D1_9509052100,1995-09-05 21:00:00,0.0,0.0044943105,557.5146291365,558.7191983021,559.0445375127,0.0,0,0
SPX500_D1_9509062100,1995-09-06 21:00:00,0.0,0.0073807822,557.4685038183,558.6117985143,559.5206300101,0.0,0,0
SPX500_D1_9509072100,1995-09-07 21:00:00,0.0,0.0095953164,557.6159266015,558.8484487,560.1795040081,0.0,0,0
SPX500_D1_9509082100,1995-09-08 21:00:00,0.0,0.0117849519,557.807393786,559.1705176125,561.4496032065,0.0,0,0
SPX500_D1_9509112100,1995-09-11 21:00:00,-25.0,0.0144517346,557.8114404179,559.626077911,563.1126825652,0.0,0,0
SPX500_D1_9509122100,1995-09-12 21:00:00,0.0,0.0163490443,558.0186373088,560.4890681721,564.5241460522,0.0,0,0
SPX500_D1_9509132100,1995-09-13 21:00:00,0.0,0.0181258386,558.2806652081,561.6485596506,565.8143168417,0.0,0,0
SPX500_D1_9509142100,1995-09-14 21:00:00,0.0,0.0208552426,558.6294601921,562.7137396943,567.4344534734,0.0,0,0
SPX500_D1_9509152100,1995-09-15 21:00:00,-32.99999999999999,0.0238966292,559.2371940235,563.7463972325,568.9095627787,0.0,0,0
SPX500_D1_9509182100,1995-09-18 21:00:00,0.0,0.0253507699,560.0470252524,565.0174725784,570.646650223,0.0,0,0
SPX500_D1_9509192100,1995-09-19 21:00:00,0.0,0.0267151911,560.8257156176,566.2415385061,572.7933201784,0.0,0,0
SPX500_D1_9509202100,1995-09-20 21:00:00,0.0,0.0281124205,561.6064298009,567.6607211929,574.9206561427,0.0,0,0
SPX500_D1_9509212100,1995-09-21 21:00:00,-59.0,0.0276161312,562.5532428931,569.3756310437,576.2095249142,0.0,0,0
SPX500_D1_9509222100,1995-09-22 21:00:00,0.0,0.0256991646,563.4960703629,571.1324271633,577.4666199313,0.0,0,0
SPX500_D1_9509252100,1995-09-25 21:00:00,0.0,0.0245555089,564.5806034119,572.4114987679,579.0682959451,0.0,0,0
SPX500_D1_9509262100,1995-09-26 21:00:00,-40.0,0.0235421502,565.8728646879,573.6719364219,580.024636756,0.0,0,0
SPX500_D1_9509272100,1995-09-27 21:00:00,0.0,0.0203549283,567.2234135581,575.1473193692,580.1447094048,0.0,0,0
SPX500_D1_9509282100,1995-09-28 21:00:00,0.0,0.0190076367,568.3112278998,576.235154448,580.2797675239,0.0,0,0
SPX500_D1_9509292100,1995-09-29 21:00:00,-36.0,0.0192504927,569.4022872921,576.783885142,580.7548140191,0.0,0,0
SPX500_D1_9510022100,1995-10-02 21:00:00,0.0,0.0186834855,570.6386498081,577.2883994993,580.2138512153,0.0,0,0
SPX500_D1_9510032100,1995-10-03 21:00:00,0.0,0.0169014493,571.6549075151,577.9592245618,580.8280809722,0.0,0,0
SPX500_D1_9510042100,1995-10-04 21:00:00,0.0,0.0168293741,572.3449146294,577.9705714916,581.8234647778,0.0,0,0
SPX500_D1_9510052100,1995-10-05 21:00:00,0.0,0.0150867453,572.9968442733,578.6348750552,582.0177718222,0.0,0,0
SPX500_D1_9510062100,1995-10-06 21:00:00,-24.0,0.0131946307,573.7397793292,579.5311406733,581.6962174578,0.0,0,0
SPX500_D1_9510092100,1995-10-09 21:00:00,0.0,0.0112404097,574.0713347654,579.9391230891,581.5819739662,0.0,0,0
SPX500_D1_9510102100,1995-10-10 21:00:00,872.0,0.0086978865,574.780078245,579.997982703,581.486579173,1.0,0,0
SPX500_D1_9510112100,1995-10-11 21:00:00,0.0,0.0068740093,575.6281491492,580.1388598651,581.8532633384,0.0,0,0
SPX500_D1_9510122100,1995-10-12 21:00:00,0.0,0.0057920855,576.1794453685,580.259627382,581.3666106707,0.0,0,0
SPX500_D1_9510132100,1995-10-13 21:00:00,-42.99999999999999,0.0051944229,576.5048726478,580.6421739592,580.0852885366,0.0,0,0
SPX500_D1_9510162100,1995-10-16 21:00:00,0.0,0.0054644709,576.8602670595,580.4894022143,579.7282308293,0.0,0,0
SPX500_D1_9510172100,1995-10-17 21:00:00,0.0,0.0072103758,577.186784978,579.7982269375,580.0405846634,0.0,0,0
SPX500_D1_9510182100,1995-10-18 21:00:00,-35.0,0.009016047,577.658570749,579.6109485703,581.0814677307,0.0,0,0
SPX500_D1_9510192100,1995-10-19 21:00:00,0.0,0.0100434932,577.7940653067,579.820829999,581.6141741846,0.0,0,0
SPX500_D1_9510202100,1995-10-20 21:00:00,0.0,0.0099370184,577.5760602831,580.4988512492,582.1593393477,0.0,0,0
SPX500_D1_9510232100,1995-10-23 21:00:00,0.0,0.0096335069,577.6317479537,580.904619843,583.3314714781,0.0,0,0
SPX500_D1_9510242100,1995-10-24 21:00:00,0.0,0.0094101206,577.9131519572,581.3340423626,584.3651771825,0.0,0,0
SPX500_D1_9510252100,1995-10-25 21:00:00,0.0,0.0075649016,578.4771402682,582.1697870673,585.236141746,0.0,0,0
SPX500_D1_9510262100,1995-10-26 21:00:00,0.0,0.0037804383,578.8823602476,582.9610636839,585.3079133968,0.0,0,0
SPX500_D1_9510272100,1995-10-27 21:00:00,0.0,-0.0002404691,579.3021786901,583.6809307234,585.4523307174,0.0,0,0
